index,type,value,combination,label
3882,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3883,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3884,_xmlTextWriter*,xmlNewTextWriterFilename,xml	Text	Writer*	xml	New	Text	Writer	Filename	,126
3885,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3886,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3887,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3888,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3889,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3890,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3891,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3892,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3893,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3894,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3895,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3896,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3897,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3898,_xmlDoc*,xmlNewDoc,xml	Doc*	xml	New	Doc	,108
3899,_xmlNode*,xmlNewDocNode,xml	Node*	xml	New	Doc	Node	,-1
3900,_xmlTextWriter*,xmlNewTextWriterTree,xml	Text	Writer*	xml	New	Text	Writer	Tree	,-1
3901,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3902,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3903,i8*,ConvertInput,i8*	Convert	Input	,140
3904,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3905,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3906,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3907,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3908,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3909,i8*,ConvertInput,i8*	Convert	Input	,140
3910,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3911,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3912,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3913,i32,xmlTextWriterStartDocument,i32	xml	Text	Writer	Start	Document	,141
3914,_IO_FILE*,fopen64,I	O	F	I	L	E*	fopen	,5
3915,i8*,fgets,i8*	fgets	,98
3916,i32,strcmp,i32	strcmp	,32
3917,i32,strcmp,i32	strcmp	,32
3918,i32,strcmp,i32	strcmp	,32
3919,i32,strcmp,i32	strcmp	,32
3920,i32,strcmp,i32	strcmp	,32
3921,i32,strcmp,i32	strcmp	,32
3922,i32,strcmp,i32	strcmp	,32
3923,i32,strcmp,i32	strcmp	,32
3924,i32,strcmp,i32	strcmp	,32
3925,i32,strcmp,i32	strcmp	,32
3926,i32,strcmp,i32	strcmp	,32
3927,i32,strcmp,i32	strcmp	,32
3928,i32,strcmp,i32	strcmp	,32
3929,i32,strcmp,i32	strcmp	,32
3930,i32,strcmp,i32	strcmp	,32
3931,i32,strcmp,i32	strcmp	,32
3932,i32,strcmp,i32	strcmp	,32
3933,i32,strcmp,i32	strcmp	,32
3934,_xmlXPathCompExpr*,xmlXPathCompile,xml	X	Path	Comp	Expr*	xml	X	Path	Compile	,85
3935,i8*,strcat,i8*	strcat	,-1
3936,i64,trio_length,i64	trio	length	,-1
3937,i8*,xmlSaveUriRealloc,i8*	xml	Save	Uri	Realloc	,142
3938,i8*,xmlSaveUriRealloc,i8*	xml	Save	Uri	Realloc	,142
3939,i8*,xmlSaveUriRealloc,i8*	xml	Save	Uri	Realloc	,142
3940,i8*,xmlSaveUriRealloc,i8*	xml	Save	Uri	Realloc	,142
3941,i8*,xmlSaveUriRealloc,i8*	xml	Save	Uri	Realloc	,142
3942,i8*,xmlSaveUriRealloc,i8*	xml	Save	Uri	Realloc	,142
3943,i8*,xmlSaveUriRealloc,i8*	xml	Save	Uri	Realloc	,142
3944,i8*,xmlSaveUriRealloc,i8*	xml	Save	Uri	Realloc	,142
3945,i8*,xmlSaveUriRealloc,i8*	xml	Save	Uri	Realloc	,142
3946,i8*,xmlSaveUriRealloc,i8*	xml	Save	Uri	Realloc	,142
3947,i8*,xmlSaveUriRealloc,i8*	xml	Save	Uri	Realloc	,142
3948,i32,xmlStrEqual,i32	xml	Str	Equal	,16
3949,i8*,xmlSaveUriRealloc,i8*	xml	Save	Uri	Realloc	,142
3950,i8*,xmlSaveUriRealloc,i8*	xml	Save	Uri	Realloc	,142
3951,i8*,xmlSaveUriRealloc,i8*	xml	Save	Uri	Realloc	,142
3952,i8*,xmlSaveUriRealloc,i8*	xml	Save	Uri	Realloc	,142
3953,i8*,xmlSaveUriRealloc,i8*	xml	Save	Uri	Realloc	,142
3954,i8*,xmlSaveUriRealloc,i8*	xml	Save	Uri	Realloc	,142
3955,i8*,xmlSaveUriRealloc,i8*	xml	Save	Uri	Realloc	,142
3956,i8*,xmlSaveUriRealloc,i8*	xml	Save	Uri	Realloc	,142
3957,i8*,xmlSaveUriRealloc,i8*	xml	Save	Uri	Realloc	,142
3958,i8*,xmlSaveUri,i8*	xml	Save	Uri	,143
3959,i32,is_hex,i32	is	hex	,-1
3960,i32,is_hex,i32	is	hex	,-1
3961,i32,xmlStrlen,i32	xml	Strlen	,15
3962,i32,xmlStrlen,i32	xml	Strlen	,15
3963,i8*,xmlSaveUriRealloc,i8*	xml	Save	Uri	Realloc	,142
3964,i8*,xmlStrchr,i8*	xml	Strchr	,12
3965,_xmlURI*,xmlCreateURI,xml	U	R	I*	xml	Create	U	R	I	,144
3966,i32,xmlParseURIReference,i32	xml	Parse	U	R	I	Reference	,99
3967,_xmlURI*,xmlCreateURI,xml	U	R	I*	xml	Create	U	R	I	,144
3968,i32,xmlParseURIReference,i32	xml	Parse	U	R	I	Reference	,99
3969,i32,xmlParseURIReference,i32	xml	Parse	U	R	I	Reference	,99
3970,i32,xmlStrcmp,i32	xml	Strcmp	,46
3971,i32,xmlStrcmp,i32	xml	Strcmp	,46
3972,i32,xmlStrEqual,i32	xml	Str	Equal	,16
3973,_xmlURI*,xmlParseURI,xml	U	R	I*	xml	Parse	U	R	I	,18
3974,i8*,xmlStrstr,i8*	xml	Strstr	,45
3975,i8*,xmlURIEscapeStr,i8*	xml	U	R	I	Escape	Str	,-1
3976,_xmlURI*,xmlParseURI,xml	U	R	I*	xml	Parse	U	R	I	,18
3977,_xmlURI*,xmlParseURI,xml	U	R	I*	xml	Parse	U	R	I	,18
3978,i8*,xmlCanonicPath,i8*	xml	Canonic	Path	,-1
3979,i32,xmlParse3986DecOctet,i32	xml	Parse3986	Dec	Octet	,145
3980,i32,xmlParse3986DecOctet,i32	xml	Parse3986	Dec	Octet	,145
3981,i32,xmlParse3986DecOctet,i32	xml	Parse3986	Dec	Octet	,145
3982,i32,xmlParse3986DecOctet,i32	xml	Parse3986	Dec	Octet	,145
3983,i32,xmlParse3986Userinfo,i32	xml	Parse3986	Userinfo	,146
3984,i32,xmlParse3986Userinfo,i32	xml	Parse3986	Userinfo	,146
3985,i32,xmlParse3986Userinfo,i32	xml	Parse3986	Userinfo	,146
3986,i32,xmlParse3986Segment,i32	xml	Parse3986	Segment	,147
3987,i32,xmlParse3986Segment,i32	xml	Parse3986	Segment	,147
3988,i32,xmlParse3986Segment,i32	xml	Parse3986	Segment	,147
3989,i32,xmlParse3986Segment,i32	xml	Parse3986	Segment	,147
3990,i32,xmlParse3986Segment,i32	xml	Parse3986	Segment	,147
3991,i32,xmlParse3986Segment,i32	xml	Parse3986	Segment	,147
3992,i32,xmlParse3986Segment,i32	xml	Parse3986	Segment	,147
3993,i32,xmlParse3986Authority,i32	xml	Parse3986	Authority	,148
3994,i32,xmlParse3986Authority,i32	xml	Parse3986	Authority	,148
3995,i32,xmlParse3986Authority,i32	xml	Parse3986	Authority	,148
3996,i32,xmlParse3986Authority,i32	xml	Parse3986	Authority	,148
3997,i32,xmlParse3986Authority,i32	xml	Parse3986	Authority	,148
3998,i32,xmlParse3986Authority,i32	xml	Parse3986	Authority	,148
3999,i32,xmlParse3986Authority,i32	xml	Parse3986	Authority	,148
4000,i32,xmlParse3986Authority,i32	xml	Parse3986	Authority	,148
4001,i32,xmlParse3986Authority,i32	xml	Parse3986	Authority	,148
4002,i32,xmlParse3986Authority,i32	xml	Parse3986	Authority	,148
4003,i32,xmlParse3986Scheme,i32	xml	Parse3986	Scheme	,149
4004,i32,xmlParse3986Scheme,i32	xml	Parse3986	Scheme	,149
4005,i32,xmlParse3986Scheme,i32	xml	Parse3986	Scheme	,149
4006,i32,xmlParse3986Scheme,i32	xml	Parse3986	Scheme	,149
4007,i32,xmlParse3986URI,i32	xml	Parse3986	U	R	I	,-1
4008,i32,xmlParse3986URI,i32	xml	Parse3986	U	R	I	,-1
4009,_xmlURI*,xmlCreateURI,xml	U	R	I*	xml	Create	U	R	I	,144
4010,i32,xmlParse3986URIReference,i32	xml	Parse3986	U	R	I	Reference	,-1
4011,_xmlURI*,xmlCreateURI,xml	U	R	I*	xml	Create	U	R	I	,144
4012,i32,xmlParseURIReference,i32	xml	Parse	U	R	I	Reference	,99
4013,i32,xmlDictOwns,i32	xml	Dict	Owns	,50
4014,i32,xmlDictOwns,i32	xml	Dict	Owns	,50
4015,i32,xmlStrlen,i32	xmlStrlen	,-1
4016,i32,xmlStrlen,i32	xmlStrlen	,-1
4017,i8*,xmlSplitQName2,i8*	xml	Split	Q	Name2	,150
4018,i8*,xmlSplitQName2,i8*	xml	Split	Q	Name2	,150
4019,i8*,xmlSplitQName2,i8*	xml	Split	Q	Name2	,150
4020,i8*,xmlSplitQName2,i8*	xml	Split	Q	Name2	,150
4021,i8*,xmlSplitQName2,i8*	xml	Split	Q	Name2	,150
4022,i32,xmlHashAddEntry2,i32	xml	Hash	Add	Entry2	,82
4023,i8*,xmlSplitQName2,i8*	xml	Split	Q	Name2	,150
4024,i8*,xmlSplitQName2,i8*	xml	Split	Q	Name2	,150
4025,_xmlEnumeration*,xmlCreateEnumeration,xml	Enumeration*	xml	Create	Enumeration	,-1
4026,i32,xmlDictOwns,i32	xml	Dict	Owns	,50
4027,i32,xmlDictOwns,i32	xml	Dict	Owns	,50
4028,i32,xmlDictOwns,i32	xml	Dict	Owns	,50
4029,i32,xmlDictOwns,i32	xml	Dict	Owns	,50
4030,i32,xmlValidateAttributeValueInternal,i32	xml	Validate	Attribute	Value	Internal	,-1
4031,i32,xmlHashAddEntry3,i32	xml	Hash	Add	Entry3	,-1
4032,_xmlElement*,xmlGetDtdElementDesc2,xml	Element*	xml	Get	Dtd	Element	Desc2	,-1
4033,i32,xmlScanIDAttributeDecl,i32	xml	Scan	I	D	Attribute	Decl	,-1
4034,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4035,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4036,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4037,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4038,i32,xmlHashAddEntry,i32	xml	Hash	Add	Entry	,43
4039,i32,xmlDictOwns,i32	xml	Dict	Owns	,50
4040,i32,xmlDictOwns,i32	xml	Dict	Owns	,50
4041,i32,xmlHashAddEntry,i32	xml	Hash	Add	Entry	,43
4042,i32,strcmp,i32	strcmp	,32
4043,i32,strcmp,i32	strcmp	,32
4044,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4045,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4046,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4047,i8*,xmlNodeListGetString,i8*	xml	Node	List	Get	String	,14
4048,i8*,xmlBuildQName,i8*	xml	Build	Q	Name	,113
4049,i8*,xmlBuildQName,i8*	xml	Build	Q	Name	,113
4050,i8*,xmlBuildQName,i8*	xml	Build	Q	Name	,113
4051,i32,xmlRegexpIsDeterminist,i32	xml	Regexp	Is	Determinist	,-1
4052,i32,xmlRegexpIsDeterminist,i32	xml	Regexp	Is	Determinist	,-1
4053,i8*,xmlSplitQName3,i8*	xml	Split	Q	Name3	,-1
4054,i8*,dlerror,i8*	dlerror	,-1
4055,i8*,inet_ntop,i8*	inet	ntop	,-1
4056,i8*,xmlTranscodeString,i8*	xml	Transcode	String	,-1
4057,_xmlURI*,xmlParseURI,xml	U	R	I*	xml	Parse	U	R	I	,18
4058,i8*,xmlSaveUri,i8*	xml	Save	Uri	,143
4059,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4060,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4061,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4062,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4063,_xmlXPathContext*,xmlXPtrNewContext,xml	X	Path	Context*	xml	X	Ptr	New	Context	,-1
4064,_xmlXPathObject*,xmlXPtrEval,xml	X	Path	Object*	xml	X	Ptr	Eval	,-1
4065,i8*,xmlSaveUri,i8*	xml	Save	Uri	,143
4066,i8*,xmlGetNsProp,i8*	xml	Get	Ns	Prop	,151
4067,i8*,xmlBuildRelativeURI,i8*	xml	Build	Relative	U	R	I	,-1
4068,i8*,xmlStrchr,i8*	xml	Strchr	,12
4069,i8*,xmlGetNsProp,i8*	xml	Get	Ns	Prop	,151
4070,i8*,xmlBuildRelativeURI,i8*	xml	Build	Relative	U	R	I	,-1
4071,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4072,i8*,xmlGetNsProp,i8*	xml	Get	Ns	Prop	,151
4073,i8*,xmlBuildURI,i8*	xml	Build	U	R	I	,118
4074,i8*,xmlGetNsProp,i8*	xml	Get	Ns	Prop	,151
4075,i8*,xmlGetNsProp,i8*	xml	Get	Ns	Prop	,151
4076,_xmlURI*,xmlParseURI,xml	U	R	I*	xml	Parse	U	R	I	,18
4077,i8*,xmlSaveUri,i8*	xml	Save	Uri	,143
4078,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4079,_xmlParserInput*,xmlLoadExternalEntity,xml	Parser	Input*	xml	Load	External	Entity	,-1
4080,i32,xmlParserInputBufferRead,i32	xml	Parser	Input	Buffer	Read	,152
4081,i32,xmlStringCurrentChar,i32	xml	String	Current	Char	,-1
4082,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	,153
4083,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	,153
4084,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	,153
4085,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4086,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4087,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	,153
4088,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	,153
4089,i8*,xmlNodeGetBase,i8*	xml	Node	Get	Base	,154
4090,i8*,xmlBuildURI,i8*	xml	Build	U	R	I	,118
4091,i8*,xmlURIEscape,i8*	xml	U	R	I	Escape	,155
4092,i8*,xmlURIEscape,i8*	xml	U	R	I	Escape	,155
4093,i8*,xmlBuildURI,i8*	xml	Build	U	R	I	,118
4094,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	,153
4095,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	,153
4096,i8*,xmlNodeGetBase,i8*	xml	Node	Get	Base	,154
4097,i32,xmlXIncludeLoadDoc,i32	xml	X	Include	Load	Doc	,156
4098,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4099,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4100,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4101,i32,xmlXIncludeLoadDoc,i32	xml	X	Include	Load	Doc	,156
4102,i32,xmlXIncludeLoadDoc,i32	xml	X	Include	Load	Doc	,156
4103,i8*,xmlBuildURI,i8*	xml	Build	U	R	I	,118
4104,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	,153
4105,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	,153
4106,i8*,xmlNodeGetBase,i8*	xml	Node	Get	Base	,154
4107,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4108,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4109,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4110,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4111,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4112,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4113,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4114,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4115,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4116,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4117,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4118,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4119,i32,xmlXIncludeTestNode,i32	xml	X	Include	Test	Node	,157
4120,i32,xmlXIncludeTestNode,i32	xml	X	Include	Test	Node	,157
4121,i32,xmlXIncludeTestNode,i32	xml	X	Include	Test	Node	,157
4122,i32,xmlXIncludeTestNode,i32	xml	X	Include	Test	Node	,157
4123,_xmlXIncludeCtxt*,xmlXIncludeNewContext,xml	X	Include	Ctxt*	xml	X	Include	New	Context	,-1
4124,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	,48
4125,_xmlXIncludeCtxt*,xmlXIncludeNewContext,xml	X	Include	Ctxt*	xml	X	Include	New	Context	,-1
4126,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	,153
4127,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	,153
4128,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	,153
4129,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4130,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4131,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	,153
4132,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	,153
4133,i8*,xmlNodeGetBase,i8*	xml	Node	Get	Base	,154
4134,i8*,xmlBuildURI,i8*	xml	Build	U	R	I	,118
4135,i8*,xmlURIEscape,i8*	xml	U	R	I	Escape	,155
4136,i8*,xmlURIEscape,i8*	xml	U	R	I	Escape	,155
4137,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	,153
4138,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	,153
4139,i8*,xmlNodeGetBase,i8*	xml	Node	Get	Base	,154
4140,i8*,xmlBuildURI,i8*	xml	Build	U	R	I	,118
4141,_xmlURI*,xmlParseURI,xml	U	R	I*	xml	Parse	U	R	I	,18
4142,i8*,xmlSaveUri,i8*	xml	Save	Uri	,143
4143,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4144,_xmlXIncludeRef*,xmlXIncludeNewRef,xml	X	Include	Ref*	xml	X	Include	New	Ref	,-1
4145,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4146,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4147,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4148,_xmlNs*,xmlSearchNs,xml	Ns*	xml	Search	Ns	,26
4149,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4150,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4151,i32,strcmp,i32	strcmp	,32
4152,i32,strcmp,i32	strcmp	,32
4153,i32,strcmp,i32	strcmp	,32
4154,i32,strcmp,i32	strcmp	,32
4155,i8*,xmlCatalogResolvePublic,i8*	xml	Catalog	Resolve	Public	,158
4156,i32,strcmp,i32	strcmp	,32
4157,i8*,xmlCatalogResolvePublic,i8*	xml	Catalog	Resolve	Public	,158
4158,i32,strcmp,i32	strcmp	,32
4159,i32,xmlCatalogAdd,i32	xml	Catalog	Add	,159
4160,i32,xmlCatalogAdd,i32	xml	Catalog	Add	,159
4161,i32,strcmp,i32	strcmp	,32
4162,i32,xmlCatalogAdd,i32	xml	Catalog	Add	,159
4163,i32,strcmp,i32	strcmp	,32
4164,i8*,xmlCatalogResolvePublic,i8*	xml	Catalog	Resolve	Public	,158
4165,i32,strcmp,i32	strcmp	,32
4166,i32,strcmp,i32	strcmp	,32
4167,i32,strcmp,i32	strcmp	,32
4168,i32,strcmp,i32	strcmp	,32
4169,i32,strcmp,i32	strcmp	,32
4170,i32,strcmp,i32	strcmp	,32
4171,i32,strcmp,i32	strcmp	,32
4172,i32,strcmp,i32	strcmp	,32
4173,i32,strcmp,i32	strcmp	,32
4174,i32,strcmp,i32	strcmp	,32
4175,i32,strcmp,i32	strcmp	,32
4176,i32,strcmp,i32	strcmp	,32
4177,i32,strcmp,i32	strcmp	,32
4178,i32,strcmp,i32	strcmp	,32
4179,i32,strcmp,i32	strcmp	,32
4180,i32,strcmp,i32	strcmp	,32
4181,i32,strcmp,i32	strcmp	,32
4182,i32,strcmp,i32	strcmp	,32
4183,i32,strcmp,i32	strcmp	,32
4184,i32,strcmp,i32	strcmp	,32
4185,i32,strcmp,i32	strcmp	,32
4186,i32,strcmp,i32	strcmp	,32
4187,i32,strcmp,i32	strcmp	,32
4188,i32,strcmp,i32	strcmp	,32
4189,i32,strcmp,i32	strcmp	,32
4190,i32,strcmp,i32	strcmp	,32
4191,i32,strcmp,i32	strcmp	,32
4192,i32,strcmp,i32	strcmp	,32
4193,i32,xmlLoadCatalog,i32	xml	Load	Catalog	,160
4194,i32,strcmp,i32	strcmp	,32
4195,i32,strcmp,i32	strcmp	,32
4196,i32,strcmp,i32	strcmp	,32
4197,i32,strcmp,i32	strcmp	,32
4198,i32,strcmp,i32	strcmp	,32
4199,i32,strcmp,i32	strcmp	,32
4200,i32,strcmp,i32	strcmp	,32
4201,i32,xmlLoadCatalog,i32	xml	Load	Catalog	,160
4202,i32,xmlCatalogIsEmpty,i32	xml	Catalog	Is	Empty	,161
4203,i32,xmlLoadCatalog,i32	xml	Load	Catalog	,160
4204,i32,xmlCatalogIsEmpty,i32	xml	Catalog	Is	Empty	,161
4205,_IO_FILE*,fopen64,I	O	F	I	L	E*	fopen	,5
4206,i32,xmlCatalogIsEmpty,i32	xml	Catalog	Is	Empty	,161
4207,_IO_FILE*,fopen64,I	O	F	I	L	E*	fopen	,5
4208,i32,strcmp,i32	strcmp	,32
4209,i32,strcmp,i32	strcmp	,32
4210,i32,xmlLoadCatalog,i32	xml	Load	Catalog	,160
4211,i32,strcmp,i32	strcmp	,32
4212,i32,strcmp,i32	strcmp	,32
4213,i32,xmlLoadCatalog,i32	xml	Load	Catalog	,160
4214,_xmlURI*,xmlParseURI,xml	U	R	I*	xml	Parse	U	R	I	,18
4215,i8*,xmlCatalogResolvePublic,i8*	xml	Catalog	Resolve	Public	,158
4216,i8*,xmlCatalogResolvePublic,i8*	xml	Catalog	Resolve	Public	,158
4217,i8*,xmlCatalogResolvePublic,i8*	xml	Catalog	Resolve	Public	,158
4218,_IO_FILE*,fopen64,I	O	F	I	L	E*	fopen	,5
4219,i8*,fgets,i8*	fgets	,98
4220,i8*,malloc,i8*	malloc	,6
4221,i32,ferror,i32	ferror	,-1
4222,i32,fflush,i32	fflush	,162
4223,i32,fclose,i32	fclose	,-1
4224,i32,fflush,i32	fflush	,162
4225,i32,fflush,i32	fflush	,162
4226,i32,xmlBufferAdd,i32	xml	Buffer	Add	,-1
4227,i32,xmlStrncasecmp,i32	xml	Strncasecmp	,68
4228,i32,xmlStrncasecmp,i32	xml	Strncasecmp	,68
4229,i32,xmlBufGetAllocationScheme,i32	xml	Buf	Get	Allocation	Scheme	,42
4230,_xmlParserInputBuffer*,xmlAllocParserInputBuffer,xml	Parser	Input	Buffer*	xml	Alloc	Parser	Input	Buffer	,163
4231,i32*,__errno_location,i	errno	location	,37
4232,_xmlURI*,xmlParseURI,xml	U	R	I*	xml	Parse	U	R	I	,18
4233,i32,xmlStrEqual,i32	xml	Str	Equal	,16
4234,i32*,__errno_location,i	errno	location	,37
4235,i32*,__errno_location,i	errno	location	,37
4236,i32*,__errno_location,i	errno	location	,37
4237,_xmlOutputBuffer*,xmlAllocOutputBufferInternal,xml	Output	Buffer*	xml	Alloc	Output	Buffer	Internal	,51
4238,i32*,__errno_location,i	errno	location	,37
4239,i32*,__errno_location,i	errno	location	,37
4240,_xmlParserInputBuffer*,xmlAllocParserInputBuffer,xml	Parser	Input	Buffer*	xml	Alloc	Parser	Input	Buffer	,163
4241,i32*,__errno_location,i	errno	location	,37
4242,_xmlOutputBuffer*,xmlAllocOutputBufferInternal,xml	Output	Buffer*	xml	Alloc	Output	Buffer	Internal	,51
4243,i32*,__errno_location,i	errno	location	,37
4244,i32*,__errno_location,i	errno	location	,37
4245,i32*,__errno_location,i	errno	location	,37
4246,_xmlParserInputBuffer*,xmlAllocParserInputBuffer,xml	Parser	Input	Buffer*	xml	Alloc	Parser	Input	Buffer	,163
4247,i32*,__errno_location,i	errno	location	,37
4248,_xmlParserInputBuffer*,xmlAllocParserInputBuffer,xml	Parser	Input	Buffer*	xml	Alloc	Parser	Input	Buffer	,163
4249,i32,xmlBufAdd,i32	xml	Buf	Add	,164
4250,i32*,__errno_location,i	errno	location	,37
4251,i32*,__errno_location,i	errno	location	,37
4252,_xmlOutputBuffer*,xmlAllocOutputBufferInternal,xml	Output	Buffer*	xml	Alloc	Output	Buffer	Internal	,51
4253,i32*,__errno_location,i	errno	location	,37
4254,_xmlParserInputBuffer*,xmlAllocParserInputBuffer,xml	Parser	Input	Buffer*	xml	Alloc	Parser	Input	Buffer	,163
4255,i32*,__errno_location,i	errno	location	,37
4256,_xmlOutputBuffer*,xmlAllocOutputBufferInternal,xml	Output	Buffer*	xml	Alloc	Output	Buffer	Internal	,51
4257,i32*,__errno_location,i	errno	location	,37
4258,i32*,__errno_location,i	errno	location	,37
4259,i32*,__errno_location,i	errno	location	,37
4260,i32,xmlBufAdd,i32	xml	Buf	Add	,164
4261,i32*,__errno_location,i	errno	location	,37
4262,i32,xmlBufAdd,i32	xml	Buf	Add	,164
4263,i32*,__errno_location,i	errno	location	,37
4264,i64,xmlBufAvail,i64	xml	Buf	Avail	,40
4265,i32,xmlBufGrow,i32	xml	Buf	Grow	,-1
4266,i32*,__errno_location,i	errno	location	,37
4267,i32*,__errno_location,i	errno	location	,37
4268,i32*,__errno_location,i	errno	location	,37
4269,i32,xmlBufGetAllocationScheme,i32	xml	Buf	Get	Allocation	Scheme	,42
4270,i32*,__errno_location,i	errno	location	,37
4271,i32*,__errno_location,i	errno	location	,37
4272,i32,xmlBufAdd,i32	xml	Buf	Add	,164
4273,i64,xmlBufUse,i64	xml	Buf	Use	,38
4274,i32,xmlBufAdd,i32	xml	Buf	Add	,164
4275,i32,xmlBufAdd,i32	xml	Buf	Add	,164
4276,i32,xmlBufAdd,i32	xml	Buf	Add	,164
4277,i32*,__errno_location,i	errno	location	,37
4278,i32,xmlBufAdd,i32	xml	Buf	Add	,164
4279,i32,xmlBufAdd,i32	xml	Buf	Add	,164
4280,i32,xmlBufAdd,i32	xml	Buf	Add	,164
4281,i32*,__errno_location,i	errno	location	,37
4282,i32*,__errno_location,i	errno	location	,37
4283,i32*,__errno_location,i	errno	location	,37
4284,i32*,__errno_location,i	errno	location	,37
4285,i32,xmlBufGetAllocationScheme,i32	xml	Buf	Get	Allocation	Scheme	,42
4286,i32*,__errno_location,i	errno	location	,37
