index,type,value,combination,label
975,i8*,xmlBuildQName,i8*	xml	Build	Q	Name	,113
976,_xmlNode*,xmlNewDocNodeEatName,xml	Node*	xml	New	Doc	Node	Eat	Name	,-1
977,_xmlNs*,xmlSearchNs,xml	Ns*	xml	Search	Ns	,26
978,_xmlNs*,xmlSearchNs,xml	Ns*	xml	Search	Ns	,26
979,_xmlNs*,xmlSearchNs,xml	Ns*	xml	Search	Ns	,26
980,i32,xmlValidateDtdFinal,i32	xml	Validate	Dtd	Final	,114
981,i32,xmlValidateDtdFinal,i32	xml	Validate	Dtd	Final	,114
982,_xmlNode*,xmlSAX2TextNode,xml	Node*	xml	S	A	X2	Text	Node	,115
983,_xmlNode*,xmlSAX2TextNode,xml	Node*	xml	S	A	X2	Text	Node	,115
984,_xmlNode*,xmlSAX2TextNode,xml	Node*	xml	S	A	X2	Text	Node	,115
985,i8*,xmlBuildQName,i8*	xml	Build	Q	Name	,113
986,i8*,xmlBuildQName,i8*	xml	Build	Q	Name	,113
987,i8*,xmlBuildQName,i8*	xml	Build	Q	Name	,113
988,i8*,xmlValidCtxtNormalizeAttributeValue,i8*	xml	Valid	Ctxt	Normalize	Attribute	Value	,-1
989,i32,xmlValidateNCName,i32	xml	Validate	N	C	Name	,111
990,i32,xmlIsID,i32	xml	Is	I	D	,-1
991,i32,xmlIsRef,i32	xml	Is	Ref	,-1
992,i8*,xmlDictQLookup,i8*	xml	Dict	Q	Lookup	,116
993,_xmlNs*,xmlNewNs,xml	Ns*	xml	New	Ns	,110
994,i32,xmlStrEqual,i32	xml	Str	Equal	,16
995,_xmlNs*,xmlNewNs,xml	Ns*	xml	New	Ns	,110
996,i8*,xmlDictQLookup,i8*	xml	Dict	Q	Lookup	,116
997,i32,xmlValidateDtdFinal,i32	xml	Validate	Dtd	Final	,114
998,i32,xmlValidateDtdFinal,i32	xml	Validate	Dtd	Final	,114
999,_xmlNode*,xmlAddChild,xml	Node*	xml	Add	Child	,-1
1000,i32,xmlDictOwns,i32	xml	Dict	Owns	,50
1001,i32,xmlTextConcat,i32	xml	Text	Concat	,-1
1002,_xmlDtd*,xmlGetIntSubset,xml	Dtd*	xml	Get	Int	Subset	,117
1003,i32,xmlDictOwns,i32	xml	Dict	Owns	,50
1004,i8*,xmlBuildURI,i8*	xml	Build	U	R	I	,118
1005,i32,xmlParseCtxtExternalEntity,i32	xml	Parse	Ctxt	External	Entity	,111
1006,i8*,xmlStrchr,i8*	xml	Strchr	,12
1007,_xmlEntity*,xmlAddDocEntity,xml	Entity*	xml	Add	Doc	Entity	,119
1008,_xmlEntity*,xmlAddDocEntity,xml	Entity*	xml	Add	Doc	Entity	,119
1009,_xmlEntity*,xmlAddDocEntity,xml	Entity*	xml	Add	Doc	Entity	,119
1010,_xmlEntity*,xmlAddDocEntity,xml	Entity*	xml	Add	Doc	Entity	,119
1011,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1012,_xmlAttribute*,xmlAddAttributeDecl,xml	Attribute*	xml	Add	Attribute	Decl	,-1
1013,_xmlEntity*,xmlAddDocEntity,xml	Entity*	xml	Add	Doc	Entity	,119
1014,_xmlEntity*,xmlAddDocEntity,xml	Entity*	xml	Add	Doc	Entity	,119
1015,_xmlEntity*,xmlAddDocEntity,xml	Entity*	xml	Add	Doc	Entity	,119
1016,_xmlEntity*,xmlAddDocEntity,xml	Entity*	xml	Add	Doc	Entity	,119
1017,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	,69
1018,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	,69
1019,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	,48
1020,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1021,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1022,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1023,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	,48
1024,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1025,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1026,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1027,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1028,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1029,i8*,xmlNodeGetContent,i8*	xml	Node	Get	Content	,102
1030,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1031,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1032,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1033,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1034,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1035,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	,120
1036,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	,120
1037,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	,120
1038,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	,120
1039,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	,120
1040,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	,120
1041,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1042,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1043,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1044,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1045,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1046,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1047,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1048,_xmlXPathObject*,xmlXPathEval,xml	X	Path	Object*	xml	X	Path	Eval	,0
1049,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1050,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1051,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1052,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	,120
1053,i32,xmlStrlen,i32	xml	Strlen	,15
1054,i32,xmlStrlen,i32	xml	Strlen	,15
1055,i8*,xmlGetNodePath,i8*	xml	Get	Node	Path	,41
1056,i8*,xmlGetNodePath,i8*	xml	Get	Node	Path	,41
1057,i8*,xmlGetNodePath,i8*	xml	Get	Node	Path	,41
1058,_xmlXPathObject*,xmlXPathCompiledEval,xml	X	Path	Object*	xml	X	Path	Compiled	Eval	,86
1059,i32,xmlXPathIsNaN,i32	xml	X	Path	Is	Na	N	,2
1060,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	,48
1061,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	,48
1062,i32,xmlPatternMatch,i32	xml	Pattern	Match	,121
1063,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	,48
1064,i32,xmlPatternMatch,i32	xml	Pattern	Match	,121
1065,_xmlXPathCompExpr*,xmlXPathCtxtCompile,xml	X	Path	Comp	Expr*	xml	X	Path	Ctxt	Compile	,-1
1066,_xmlPattern*,xmlPatterncompile,xml	Pattern*	xml	Patterncompile	,-1
1067,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	,120
1068,_xmlSchematronRule*,xmlSchematronAddRule,xml	Schematron	Rule*	xml	Schematron	Add	Rule	,-1
1069,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1070,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1071,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1072,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1073,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1074,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	,120
1075,_xmlSchematronTest*,xmlSchematronAddTest,xml	Schematron	Test*	xml	Schematron	Add	Test	,-1
1076,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1077,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1078,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1079,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	,120
1080,_xmlSchematronTest*,xmlSchematronAddTest,xml	Schematron	Test*	xml	Schematron	Add	Test	,-1
1081,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1082,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1083,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	,120
1084,_xmlSchematronPattern*,xmlSchematronAddPattern,xml	Schematron	Pattern*	xml	Schematron	Add	Pattern	,-1
1085,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	,120
1086,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1087,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1088,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1089,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1090,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1091,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1092,i32,xmlStrEqual,i32	xml	Str	Equal	,16
1093,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1094,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1095,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1096,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1097,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1098,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1099,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1100,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1101,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1102,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1103,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1104,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1105,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1106,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1107,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1108,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1109,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1110,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1111,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1112,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1113,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1114,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1115,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1116,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1117,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1118,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1119,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1120,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1121,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1122,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1123,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1124,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1125,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1126,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1127,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1128,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1129,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1130,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1131,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1132,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1133,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1134,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1135,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1136,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1137,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1138,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1139,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1140,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1141,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1142,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1143,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1144,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1145,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1146,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1147,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1148,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1149,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1150,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1151,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1152,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1153,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1154,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1155,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1156,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1157,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1158,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1159,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1160,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1161,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1162,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1163,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1164,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1165,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1166,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1167,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1168,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1169,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1170,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1171,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1172,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1173,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1174,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1175,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1176,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1177,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1178,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1179,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1180,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1181,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1182,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1183,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1184,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1185,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1186,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1187,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1188,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1189,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1190,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1191,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1192,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1193,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1194,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1195,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1196,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1197,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1198,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1199,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1200,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1201,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1202,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1203,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1204,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1205,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1206,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1207,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1208,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1209,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1210,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1211,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1212,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1213,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1214,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1215,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1216,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1217,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1218,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1219,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1220,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1221,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1222,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1223,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1224,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1225,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1226,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1227,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1228,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1229,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1230,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1231,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1232,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1233,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1234,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1235,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1236,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1237,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1238,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1239,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1240,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1241,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1242,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1243,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1244,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1245,_xmlParserInput*,xmlNewIOInputStream,xml	Parser	Input*	xml	New	I	O	Input	Stream	,-1
1246,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1247,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1248,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1249,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1250,_xmlSAXHandler*,gen_xmlSAXHandlerPtr,xml	S	A	X	Handler*	gen	xml	S	A	X	Handler	Ptr	,123
1251,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1252,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1253,_xmlSAXHandler*,gen_xmlSAXHandlerPtr,xml	S	A	X	Handler*	gen	xml	S	A	X	Handler	Ptr	,123
1254,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1255,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1256,_xmlParserCtxt*,gen_xmlParserCtxtPtr,xml	Parser	Ctxt*	gen	xml	Parser	Ctxt	Ptr	,124
1257,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1258,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1259,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1260,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1261,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1262,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1263,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1264,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1265,_xmlParserCtxt*,gen_xmlParserCtxtPtr,xml	Parser	Ctxt*	gen	xml	Parser	Ctxt	Ptr	,124
1266,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1267,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1268,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1269,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1270,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1271,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1272,_xmlParserCtxt*,gen_xmlParserCtxtPtr,xml	Parser	Ctxt*	gen	xml	Parser	Ctxt	Ptr	,124
1273,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1274,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1275,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1276,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1277,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1278,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1279,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1280,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1281,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1282,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1283,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1284,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1285,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1286,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1287,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1288,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1289,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1290,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1291,i32,strcmp,i32	strcmp	,32
1292,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1293,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1294,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1295,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1296,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1297,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1298,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1299,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1300,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1301,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1302,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1303,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1304,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1305,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1306,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1307,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1308,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1309,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1310,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1311,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1312,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1313,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1314,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1315,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1316,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1317,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1318,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1319,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1320,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1321,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1322,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1323,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1324,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1325,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1326,_xmlSAXHandler*,gen_xmlSAXHandlerPtr,xml	S	A	X	Handler*	gen	xml	S	A	X	Handler	Ptr	,123
1327,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1328,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1329,_xmlSAXHandler*,gen_xmlSAXHandlerPtr,xml	S	A	X	Handler*	gen	xml	S	A	X	Handler	Ptr	,123
1330,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1331,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1332,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1333,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1334,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1335,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1336,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1337,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1338,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1339,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1340,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1341,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1342,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1343,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1344,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1345,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1346,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1347,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1348,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1349,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1350,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1351,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1352,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1353,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1354,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1355,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1356,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1357,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1358,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1359,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1360,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1361,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
1362,i32,xmlMemBlocks,i32	xml	Mem	Blocks	,122
