index,type,value,combination
1396,_xmlAttribute*,"xmlAddAttributeDecl(_xmlValidCtxt* ctxt ,_xmlDtd* dtd ,i8* elem ,i8* name ,i8* ns ,i32 type ,i32 def ,i8* defaultValue ,_xmlEnumeration* tree )",xml	Attribute*	xml	Add	Attribute	Decl	xml	Valid	Ctxt*	ctxt	xml	Dtd*	dtd	i8*	elem	i8*	name	i8*	ns	i32	type	i32	def	i8*	default	Value	xml	Enumeration*	tree	
1397,_xmlAttribute*,"xmlAddAttributeDecl(_xmlValidCtxt* ctxt ,_xmlDtd* dtd ,i8* elem ,i8* name ,i8* ns ,i32 type ,i32 def ,i8* defaultValue ,_xmlEnumeration* tree )",xml	Attribute*	xml	Add	Attribute	Decl	xml	Valid	Ctxt*	ctxt	xml	Dtd*	dtd	i8*	elem	i8*	name	i8*	ns	i32	type	i32	def	i8*	default	Value	xml	Enumeration*	tree	
1398,_xmlAttribute*,"xmlAddAttributeDecl(_xmlValidCtxt* ctxt ,_xmlDtd* dtd ,i8* elem ,i8* name ,i8* ns ,i32 type ,i32 def ,i8* defaultValue ,_xmlEnumeration* tree )",xml	Attribute*	xml	Add	Attribute	Decl	xml	Valid	Ctxt*	ctxt	xml	Dtd*	dtd	i8*	elem	i8*	name	i8*	ns	i32	type	i32	def	i8*	default	Value	xml	Enumeration*	tree	
1399,void,"xmlDumpAttributeDecl(_xmlBuffer* buf ,_xmlAttribute* attr )",void	xml	Dump	Attribute	Decl	xml	Buffer*	buf	xml	Attribute*	attr	
1400,void,"xmlDumpAttributeDecl(_xmlBuffer* buf ,_xmlAttribute* attr )",void	xml	Dump	Attribute	Decl	xml	Buffer*	buf	xml	Attribute*	attr	
1401,void,"xmlDumpAttributeTable(_xmlBuffer* buf ,_xmlHashTable* table )",void	xml	Dump	Attribute	Table	xml	Buffer*	buf	xml	Hash	Table*	table	
1402,void,"xmlDumpAttributeTable(_xmlBuffer* buf ,_xmlHashTable* table )",void	xml	Dump	Attribute	Table	xml	Buffer*	buf	xml	Hash	Table*	table	
1403,void,xmlFreeNotation(_xmlNotation* nota ),void	xml	Free	Notation	xml	Notation*	nota	
1404,void,"xmlErrValidWarning(_xmlValidCtxt* ctxt ,_xmlNode* node ,i32 error ,i8* msg ,i8* str1 ,i8* str2 ,i8* str3 )",void	xml	Err	Valid	Warning	xml	Valid	Ctxt*	ctxt	xml	Node*	node	i32	error	i8*	msg	i8*	str	i8*	str	i8*	str	
1405,_xmlNotation*,"xmlAddNotationDecl(_xmlValidCtxt* ctxt ,_xmlDtd* dtd ,i8* name ,i8* PublicID ,i8* SystemID )",xml	Notation*	xml	Add	Notation	Decl	xml	Valid	Ctxt*	ctxt	xml	Dtd*	dtd	i8*	name	i8*	Public	I	D	i8*	System	I	D	
1406,_xmlNotation*,"xmlAddNotationDecl(_xmlValidCtxt* ctxt ,_xmlDtd* dtd ,i8* name ,i8* PublicID ,i8* SystemID )",xml	Notation*	xml	Add	Notation	Decl	xml	Valid	Ctxt*	ctxt	xml	Dtd*	dtd	i8*	name	i8*	Public	I	D	i8*	System	I	D	
1407,_xmlNotation*,"xmlAddNotationDecl(_xmlValidCtxt* ctxt ,_xmlDtd* dtd ,i8* name ,i8* PublicID ,i8* SystemID )",xml	Notation*	xml	Add	Notation	Decl	xml	Valid	Ctxt*	ctxt	xml	Dtd*	dtd	i8*	name	i8*	Public	I	D	i8*	System	I	D	
1408,_xmlNotation*,"xmlAddNotationDecl(_xmlValidCtxt* ctxt ,_xmlDtd* dtd ,i8* name ,i8* PublicID ,i8* SystemID )",xml	Notation*	xml	Add	Notation	Decl	xml	Valid	Ctxt*	ctxt	xml	Dtd*	dtd	i8*	name	i8*	Public	I	D	i8*	System	I	D	
1409,_xmlNotation*,"xmlAddNotationDecl(_xmlValidCtxt* ctxt ,_xmlDtd* dtd ,i8* name ,i8* PublicID ,i8* SystemID )",xml	Notation*	xml	Add	Notation	Decl	xml	Valid	Ctxt*	ctxt	xml	Dtd*	dtd	i8*	name	i8*	Public	I	D	i8*	System	I	D	
1410,_xmlNotation*,"xmlAddNotationDecl(_xmlValidCtxt* ctxt ,_xmlDtd* dtd ,i8* name ,i8* PublicID ,i8* SystemID )",xml	Notation*	xml	Add	Notation	Decl	xml	Valid	Ctxt*	ctxt	xml	Dtd*	dtd	i8*	name	i8*	Public	I	D	i8*	System	I	D	
1411,void,"xmlDumpNotationDecl(_xmlBuffer* buf ,_xmlNotation* nota )",void	xml	Dump	Notation	Decl	xml	Buffer*	buf	xml	Notation*	nota	
1412,void,"xmlDumpNotationDecl(_xmlBuffer* buf ,_xmlNotation* nota )",void	xml	Dump	Notation	Decl	xml	Buffer*	buf	xml	Notation*	nota	
1413,void,"xmlDumpNotationTable(_xmlBuffer* buf ,_xmlHashTable* table )",void	xml	Dump	Notation	Table	xml	Buffer*	buf	xml	Hash	Table*	table	
1414,void,"xmlDumpNotationTable(_xmlBuffer* buf ,_xmlHashTable* table )",void	xml	Dump	Notation	Table	xml	Buffer*	buf	xml	Hash	Table*	table	
1415,void,xmlFreeID(_xmlID* id ),void	xml	Free	I	D	xml	I	D*	id	
1416,_xmlID*,"xmlAddID(_xmlValidCtxt* ctxt ,_xmlDoc* doc ,i8* value ,_xmlAttr* attr )",xml	I	D*	xml	Add	I	D	xml	Valid	Ctxt*	ctxt	xml	Doc*	doc	i8*	value	xml	Attr*	attr	
1417,_xmlID*,"xmlAddID(_xmlValidCtxt* ctxt ,_xmlDoc* doc ,i8* value ,_xmlAttr* attr )",xml	I	D*	xml	Add	I	D	xml	Valid	Ctxt*	ctxt	xml	Doc*	doc	i8*	value	xml	Attr*	attr	
1418,_xmlID*,"xmlAddID(_xmlValidCtxt* ctxt ,_xmlDoc* doc ,i8* value ,_xmlAttr* attr )",xml	I	D*	xml	Add	I	D	xml	Valid	Ctxt*	ctxt	xml	Doc*	doc	i8*	value	xml	Attr*	attr	
1419,_xmlID*,"xmlAddID(_xmlValidCtxt* ctxt ,_xmlDoc* doc ,i8* value ,_xmlAttr* attr )",xml	I	D*	xml	Add	I	D	xml	Valid	Ctxt*	ctxt	xml	Doc*	doc	i8*	value	xml	Attr*	attr	
1420,_xmlID*,"xmlAddID(_xmlValidCtxt* ctxt ,_xmlDoc* doc ,i8* value ,_xmlAttr* attr )",xml	I	D*	xml	Add	I	D	xml	Valid	Ctxt*	ctxt	xml	Doc*	doc	i8*	value	xml	Attr*	attr	
1421,_xmlID*,"xmlAddID(_xmlValidCtxt* ctxt ,_xmlDoc* doc ,i8* value ,_xmlAttr* attr )",xml	I	D*	xml	Add	I	D	xml	Valid	Ctxt*	ctxt	xml	Doc*	doc	i8*	value	xml	Attr*	attr	
1422,i32,"xmlIsID(_xmlDoc* doc ,_xmlNode* elem ,_xmlAttr* attr )",i32	xml	Is	I	D	xml	Doc*	doc	xml	Node*	elem	xml	Attr*	attr	
1423,i32,"xmlIsID(_xmlDoc* doc ,_xmlNode* elem ,_xmlAttr* attr )",i32	xml	Is	I	D	xml	Doc*	doc	xml	Node*	elem	xml	Attr*	attr	
1424,i32,"xmlIsID(_xmlDoc* doc ,_xmlNode* elem ,_xmlAttr* attr )",i32	xml	Is	I	D	xml	Doc*	doc	xml	Node*	elem	xml	Attr*	attr	
1425,i32,"xmlIsID(_xmlDoc* doc ,_xmlNode* elem ,_xmlAttr* attr )",i32	xml	Is	I	D	xml	Doc*	doc	xml	Node*	elem	xml	Attr*	attr	
1426,i32,"xmlRemoveID(_xmlDoc* doc ,_xmlAttr* attr )",i32	xml	Remove	I	D	xml	Doc*	doc	xml	Attr*	attr	
1427,i32,"xmlRemoveID(_xmlDoc* doc ,_xmlAttr* attr )",i32	xml	Remove	I	D	xml	Doc*	doc	xml	Attr*	attr	
1428,i32,"xmlRemoveID(_xmlDoc* doc ,_xmlAttr* attr )",i32	xml	Remove	I	D	xml	Doc*	doc	xml	Attr*	attr	
1429,_xmlAttr*,"xmlGetID(_xmlDoc* doc ,i8* ID )",xml	Attr*	xml	Get	I	D	xml	Doc*	doc	i8*	I	D	
1430,_xmlAttr*,"xmlGetID(_xmlDoc* doc ,i8* ID )",xml	Attr*	xml	Get	I	D	xml	Doc*	doc	i8*	I	D	
1431,_xmlRef*,"xmlAddRef(_xmlValidCtxt* ctxt ,_xmlDoc* doc ,i8* value ,_xmlAttr* attr )",xml	Ref*	xml	Add	Ref	xml	Valid	Ctxt*	ctxt	xml	Doc*	doc	i8*	value	xml	Attr*	attr	
1432,_xmlRef*,"xmlAddRef(_xmlValidCtxt* ctxt ,_xmlDoc* doc ,i8* value ,_xmlAttr* attr )",xml	Ref*	xml	Add	Ref	xml	Valid	Ctxt*	ctxt	xml	Doc*	doc	i8*	value	xml	Attr*	attr	
1433,_xmlRef*,"xmlAddRef(_xmlValidCtxt* ctxt ,_xmlDoc* doc ,i8* value ,_xmlAttr* attr )",xml	Ref*	xml	Add	Ref	xml	Valid	Ctxt*	ctxt	xml	Doc*	doc	i8*	value	xml	Attr*	attr	
1434,_xmlRef*,"xmlAddRef(_xmlValidCtxt* ctxt ,_xmlDoc* doc ,i8* value ,_xmlAttr* attr )",xml	Ref*	xml	Add	Ref	xml	Valid	Ctxt*	ctxt	xml	Doc*	doc	i8*	value	xml	Attr*	attr	
1435,_xmlElement*,"xmlGetDtdElementDesc2(_xmlDtd* dtd ,i8* name ,i32 create )",xml	Element*	xml	Get	Dtd	Element	Desc2	xml	Dtd*	dtd	i8*	name	i32	create	
1436,_xmlElement*,"xmlGetDtdElementDesc2(_xmlDtd* dtd ,i8* name ,i32 create )",xml	Element*	xml	Get	Dtd	Element	Desc2	xml	Dtd*	dtd	i8*	name	i32	create	
1437,_xmlElement*,"xmlGetDtdElementDesc2(_xmlDtd* dtd ,i8* name ,i32 create )",xml	Element*	xml	Get	Dtd	Element	Desc2	xml	Dtd*	dtd	i8*	name	i32	create	
1438,_xmlAttribute*,"xmlGetDtdAttrDesc(_xmlDtd* dtd ,i8* elem ,i8* name )",xml	Attribute*	xml	Get	Dtd	Attr	Desc	xml	Dtd*	dtd	i8*	elem	i8*	name	
1439,void,"xmlVErrMemory(_xmlValidCtxt* ctxt ,i8* extra )",void	xml	V	Err	Memory	xml	Valid	Ctxt*	ctxt	i8*	extra	
1440,i32,"xmlValidBuildAContentModel(_xmlElementContent* content ,_xmlValidCtxt* ctxt ,i8* name )",i32	xml	Valid	Build	A	Content	Model	xml	Element	Content*	content	xml	Valid	Ctxt*	ctxt	i8*	name	
1441,void,"xmlVErrMemory(_xmlValidCtxt* ctxt ,i8* extra )",void	xml	V	Err	Memory	xml	Valid	Ctxt*	ctxt	i8*	extra	
1442,i32,"xmlValidBuildContentModel(_xmlValidCtxt* ctxt ,_xmlElement* elem )",i32	xml	Valid	Build	Content	Model	xml	Valid	Ctxt*	ctxt	xml	Element*	elem	
1443,i32,"xmlValidBuildContentModel(_xmlValidCtxt* ctxt ,_xmlElement* elem )",i32	xml	Valid	Build	Content	Model	xml	Valid	Ctxt*	ctxt	xml	Element*	elem	
1444,_xmlElementContent*,"xmlNewDocElementContent(_xmlDoc* doc ,i8* name ,i32 type )",xml	Element	Content*	xml	New	Doc	Element	Content	xml	Doc*	doc	i8*	name	i32	type	
1445,_xmlElementContent*,"xmlNewDocElementContent(_xmlDoc* doc ,i8* name ,i32 type )",xml	Element	Content*	xml	New	Doc	Element	Content	xml	Doc*	doc	i8*	name	i32	type	
1446,_xmlElementContent*,"xmlNewDocElementContent(_xmlDoc* doc ,i8* name ,i32 type )",xml	Element	Content*	xml	New	Doc	Element	Content	xml	Doc*	doc	i8*	name	i32	type	
1447,_xmlElementContent*,"xmlNewDocElementContent(_xmlDoc* doc ,i8* name ,i32 type )",xml	Element	Content*	xml	New	Doc	Element	Content	xml	Doc*	doc	i8*	name	i32	type	
1448,i8*,"_lx_inet_ntop(i32 af ,i8* src ,i8* dst ,i32 size )",i8*	lx	inet	ntop	i32	af	i8*	src	i8*	dst	i32	size	
1449,void,"xmlXIncludeErrMemory(_xmlXIncludeCtxt* ctxt ,_xmlNode* node ,i8* extra )",void	xml	X	Include	Err	Memory	xml	X	Include	Ctxt*	ctxt	xml	Node*	node	i8*	extra	
1450,void,"xmlXIncludeErr(_xmlXIncludeCtxt* ctxt ,_xmlNode* node ,i32 error ,i8* msg ,i8* extra )",void	xml	X	Include	Err	xml	X	Include	Ctxt*	ctxt	xml	Node*	node	i32	error	i8*	msg	i8*	extra	
1451,i32,"xmlXIncludeLoadDoc(_xmlXIncludeCtxt* ctxt ,i8* url ,i32 nr )",i32	xml	X	Include	Load	Doc	xml	X	Include	Ctxt*	ctxt	i8*	url	i32	nr	
1452,void,xmlXIncludeFreeRef(_xmlXIncludeRef* ref ),void	xml	X	Include	Free	Ref	xml	X	Include	Ref*	ref	
1453,i32,"xmlXIncludeLoadNode(_xmlXIncludeCtxt* ctxt ,i32 nr )",i32	xml	X	Include	Load	Node	xml	X	Include	Ctxt*	ctxt	i32	nr	
1454,i32,"xmlXIncludeLoadNode(_xmlXIncludeCtxt* ctxt ,i32 nr )",i32	xml	X	Include	Load	Node	xml	X	Include	Ctxt*	ctxt	i32	nr	
1455,i32,"xmlXIncludeLoadNode(_xmlXIncludeCtxt* ctxt ,i32 nr )",i32	xml	X	Include	Load	Node	xml	X	Include	Ctxt*	ctxt	i32	nr	
1456,i32,"xmlXIncludeIncludeNode(_xmlXIncludeCtxt* ctxt ,i32 nr )",i32	xml	X	Include	Include	Node	xml	X	Include	Ctxt*	ctxt	i32	nr	
1457,i32,"xmlXIncludeIncludeNode(_xmlXIncludeCtxt* ctxt ,i32 nr )",i32	xml	X	Include	Include	Node	xml	X	Include	Ctxt*	ctxt	i32	nr	
1458,i32,"xmlXIncludeIncludeNode(_xmlXIncludeCtxt* ctxt ,i32 nr )",i32	xml	X	Include	Include	Node	xml	X	Include	Ctxt*	ctxt	i32	nr	
1459,i32,"xmlXIncludeTestNode(_xmlXIncludeCtxt* ctxt ,_xmlNode* node )",i32	xml	X	Include	Test	Node	xml	X	Include	Ctxt*	ctxt	xml	Node*	node	
1460,i32,"xmlXIncludeDoProcess(_xmlXIncludeCtxt* ctxt ,_xmlDoc* doc ,_xmlNode* tree )",i32	xml	X	Include	Do	Process	xml	X	Include	Ctxt*	ctxt	xml	Doc*	doc	xml	Node*	tree	
1461,i32,"xmlXIncludeDoProcess(_xmlXIncludeCtxt* ctxt ,_xmlDoc* doc ,_xmlNode* tree )",i32	xml	X	Include	Do	Process	xml	X	Include	Ctxt*	ctxt	xml	Doc*	doc	xml	Node*	tree	
1462,i32,"xmlXIncludeDoProcess(_xmlXIncludeCtxt* ctxt ,_xmlDoc* doc ,_xmlNode* tree )",i32	xml	X	Include	Do	Process	xml	X	Include	Ctxt*	ctxt	xml	Doc*	doc	xml	Node*	tree	
1463,_xmlXIncludeRef*,"xmlXIncludeNewRef(_xmlXIncludeCtxt* ctxt ,i8* URI ,_xmlNode* ref )",xml	X	Include	Ref*	xml	X	Include	New	Ref	xml	X	Include	Ctxt*	ctxt	i8*	U	R	I	xml	Node*	ref	
1464,i32,"xmlXIncludeDoProcess(_xmlXIncludeCtxt* ctxt ,_xmlDoc* doc ,_xmlNode* tree )",i32	xml	X	Include	Do	Process	xml	X	Include	Ctxt*	ctxt	xml	Doc*	doc	xml	Node*	tree	
1465,i32,"xmlXIncludeDoProcess(_xmlXIncludeCtxt* ctxt ,_xmlDoc* doc ,_xmlNode* tree )",i32	xml	X	Include	Do	Process	xml	X	Include	Ctxt*	ctxt	xml	Doc*	doc	xml	Node*	tree	
1466,i32,"xmlXIncludeDoProcess(_xmlXIncludeCtxt* ctxt ,_xmlDoc* doc ,_xmlNode* tree )",i32	xml	X	Include	Do	Process	xml	X	Include	Ctxt*	ctxt	xml	Doc*	doc	xml	Node*	tree	
1467,i32,"xmlXIncludeDoProcess(_xmlXIncludeCtxt* ctxt ,_xmlDoc* doc ,_xmlNode* tree )",i32	xml	X	Include	Do	Process	xml	X	Include	Ctxt*	ctxt	xml	Doc*	doc	xml	Node*	tree	
1468,i32,"xmlXIncludeDoProcess(_xmlXIncludeCtxt* ctxt ,_xmlDoc* doc ,_xmlNode* tree )",i32	xml	X	Include	Do	Process	xml	X	Include	Ctxt*	ctxt	xml	Doc*	doc	xml	Node*	tree	
1469,i32,"xmlXIncludeDoProcess(_xmlXIncludeCtxt* ctxt ,_xmlDoc* doc ,_xmlNode* tree )",i32	xml	X	Include	Do	Process	xml	X	Include	Ctxt*	ctxt	xml	Doc*	doc	xml	Node*	tree	
1470,i32,"xmlXIncludeSetFlags(_xmlXIncludeCtxt* ctxt ,i32 flags )",i32	xml	X	Include	Set	Flags	xml	X	Include	Ctxt*	ctxt	i32	flags	
1471,i32,"xmlXIncludeProcessTreeFlagsData(_xmlNode* tree ,i32 flags ,i8* data )",i32	xml	X	Include	Process	Tree	Flags	Data	xml	Node*	tree	i32	flags	i8*	data	
1472,i32,"xmlXIncludeProcessFlagsData(_xmlDoc* doc ,i32 flags ,i8* data )",i32	xml	X	Include	Process	Flags	Data	xml	Doc*	doc	i32	flags	i8*	data	
1473,i32,"xmlXIncludeProcessTreeFlags(_xmlNode* tree ,i32 flags )",i32	xml	X	Include	Process	Tree	Flags	xml	Node*	tree	i32	flags	
1474,i32,"xmlXIncludeProcessNode(_xmlXIncludeCtxt* ctxt ,_xmlNode* node )",i32	xml	X	Include	Process	Node	xml	X	Include	Ctxt*	ctxt	xml	Node*	node	
1475,i32,"xmlXIncludeProcessNode(_xmlXIncludeCtxt* ctxt ,_xmlNode* node )",i32	xml	X	Include	Process	Node	xml	X	Include	Ctxt*	ctxt	xml	Node*	node	
1476,_xmlXIncludeCtxt*,xmlXIncludeNewContext(_xmlDoc* doc ),xml	X	Include	Ctxt*	xml	X	Include	New	Context	xml	Doc*	doc	
1477,void,xmlXIncludeFreeContext(_xmlXIncludeCtxt* ctxt ),void	xml	X	Include	Free	Context	xml	X	Include	Ctxt*	ctxt	
1478,i32,"xmlXIncludeAddNode(_xmlXIncludeCtxt* ctxt ,_xmlNode* cur )",i32	xml	X	Include	Add	Node	xml	X	Include	Ctxt*	ctxt	xml	Node*	cur	
1479,i32,"xmlXIncludeAddNode(_xmlXIncludeCtxt* ctxt ,_xmlNode* cur )",i32	xml	X	Include	Add	Node	xml	X	Include	Ctxt*	ctxt	xml	Node*	cur	
1480,i32,"xlinkIsLink(_xmlDoc* doc ,_xmlNode* node )",i32	xlink	Is	Link	xml	Doc*	doc	xml	Node*	node	
1481,i32,"xlinkIsLink(_xmlDoc* doc ,_xmlNode* node )",i32	xlink	Is	Link	xml	Doc*	doc	xml	Node*	node	
1482,i32,"xlinkIsLink(_xmlDoc* doc ,_xmlNode* node )",i32	xlink	Is	Link	xml	Doc*	doc	xml	Node*	node	
1483,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	
1484,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	
1485,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	
1486,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	
1487,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	
1488,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	
1489,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	
1490,i8*,xmlShellReadline(i8* prompt ),i8*	xml	Shell	Readline	i8*	prompt	
1491,i32,"xmlFileRead(i8* context ,i8* buffer ,i32 len )",i32	xml	File	Read	i8*	context	i8*	buffer	i32	len	
1492,i32,"xmlFileRead(i8* context ,i8* buffer ,i32 len )",i32	xml	File	Read	i8*	context	i8*	buffer	i32	len	
1493,i32,"xmlFileWrite(i8* context ,i8* buffer ,i32 len )",i32	xml	File	Write	i8*	context	i8*	buffer	i32	len	
1494,i32,"xmlFileWrite(i8* context ,i8* buffer ,i32 len )",i32	xml	File	Write	i8*	context	i8*	buffer	i32	len	
1495,i32,xmlFileClose(i8* context ),i32	xml	File	Close	i8*	context	
1496,i32,xmlFileFlush(i8* context ),i32	xml	File	Flush	i8*	context	
1497,i8*,"xmlIOHTTPOpenW(i8* post_uri ,i32 compression )",i8*	xml	I	O	H	T	T	P	Open	W	i8*	post	uri	i32	compression	
1498,i32,"xmlIOHTTPRead(i8* context ,i8* buffer ,i32 len )",i32	xml	I	O	H	T	T	P	Read	i8*	context	i8*	buffer	i32	len	
1499,i32,"xmlIOHTTPRead(i8* context ,i8* buffer ,i32 len )",i32	xml	I	O	H	T	T	P	Read	i8*	context	i8*	buffer	i32	len	
1500,i32,"xmlIOHTTPWrite(i8* context ,i8* buffer ,i32 len )",i32	xml	I	O	H	T	T	P	Write	i8*	context	i8*	buffer	i32	len	
1501,i32,"xmlIOHTTPWrite(i8* context ,i8* buffer ,i32 len )",i32	xml	I	O	H	T	T	P	Write	i8*	context	i8*	buffer	i32	len	
1502,i32,"xmlIOHTTPWrite(i8* context ,i8* buffer ,i32 len )",i32	xml	I	O	H	T	T	P	Write	i8*	context	i8*	buffer	i32	len	
1503,i32,"xmlIOHTTPCloseWrite(i8* context ,i8* http_mthd )",i32	xml	I	O	H	T	T	P	Close	Write	i8*	context	i8*	http	mthd	
1504,i32,"xmlIOFTPRead(i8* context ,i8* buffer ,i32 len )",i32	xml	I	O	F	T	P	Read	i8*	context	i8*	buffer	i32	len	
1505,i32,"xmlIOFTPRead(i8* context ,i8* buffer ,i32 len )",i32	xml	I	O	F	T	P	Read	i8*	context	i8*	buffer	i32	len	
1506,_xmlOutputBuffer*,xmlAllocOutputBuffer(_xmlCharEncodingHandler* encoder ),xml	Output	Buffer*	xml	Alloc	Output	Buffer	xml	Char	Encoding	Handler*	encoder	
1507,_xmlOutputBuffer*,xmlAllocOutputBufferInternal(_xmlCharEncodingHandler* encoder ),xml	Output	Buffer*	xml	Alloc	Output	Buffer	Internal	xml	Char	Encoding	Handler*	encoder	
1508,void,xmlFreeParserInputBuffer(_xmlParserInputBuffer* in ),void	xml	Free	Parser	Input	Buffer	xml	Parser	Input	Buffer*	in	
1509,i32,xmlOutputBufferClose(_xmlOutputBuffer* out ),i32	xml	Output	Buffer	Close	xml	Output	Buffer*	out	
1510,_xmlParserInputBuffer*,"__xmlParserInputBufferCreateFilename(i8* URI ,i32 enc )",xml	Parser	Input	Buffer*	xml	Parser	Input	Buffer	Create	Filename	i8*	U	R	I	i32	enc	
1511,void,"__xmlIOErr(i32 domain ,i32 code ,i8* extra )",void	xml	I	O	Err	i32	domain	i32	code	i8*	extra	
1512,_xmlOutputBuffer*,"__xmlOutputBufferCreateFilename(i8* URI ,_xmlCharEncodingHandler* encoder ,i32 compression )",xml	Output	Buffer*	xml	Output	Buffer	Create	Filename	i8*	U	R	I	xml	Char	Encoding	Handler*	encoder	i32	compression	
1513,_xmlParserInputBuffer*,"xmlParserInputBufferCreateFile(_IO_FILE* file ,i32 enc )",xml	Parser	Input	Buffer*	xml	Parser	Input	Buffer	Create	File	I	O	F	I	L	E*	file	i32	enc	
1514,_xmlOutputBuffer*,"xmlOutputBufferCreateFile(_IO_FILE* file ,_xmlCharEncodingHandler* encoder )",xml	Output	Buffer*	xml	Output	Buffer	Create	File	I	O	F	I	L	E*	file	xml	Char	Encoding	Handler*	encoder	
1515,_xmlOutputBuffer*,"xmlOutputBufferCreateBuffer(_xmlBuffer* buffer ,_xmlCharEncodingHandler* encoder )",xml	Output	Buffer*	xml	Output	Buffer	Create	Buffer	xml	Buffer*	buffer	xml	Char	Encoding	Handler*	encoder	
1516,i8*,xmlOutputBufferGetContent(_xmlOutputBuffer* out ),i8*	xml	Output	Buffer	Get	Content	xml	Output	Buffer*	out	
1517,i64,xmlOutputBufferGetSize(_xmlOutputBuffer* out ),i64	xml	Output	Buffer	Get	Size	xml	Output	Buffer*	out	
1518,_xmlParserInputBuffer*,"xmlParserInputBufferCreateFd(i32 fd ,i32 enc )",xml	Parser	Input	Buffer*	xml	Parser	Input	Buffer	Create	Fd	i32	fd	i32	enc	
1519,_xmlParserInputBuffer*,"xmlParserInputBufferCreateMem(i8* mem ,i32 size ,i32 enc )",xml	Parser	Input	Buffer*	xml	Parser	Input	Buffer	Create	Mem	i8*	mem	i32	size	i32	enc	
1520,_xmlParserInputBuffer*,"xmlParserInputBufferCreateMem(i8* mem ,i32 size ,i32 enc )",xml	Parser	Input	Buffer*	xml	Parser	Input	Buffer	Create	Mem	i8*	mem	i32	size	i32	enc	
1521,_xmlParserInputBuffer*,"xmlParserInputBufferCreateStatic(i8* mem ,i32 size ,i32 enc )",xml	Parser	Input	Buffer*	xml	Parser	Input	Buffer	Create	Static	i8*	mem	i32	size	i32	enc	
1522,_xmlParserInputBuffer*,"xmlParserInputBufferCreateStatic(i8* mem ,i32 size ,i32 enc )",xml	Parser	Input	Buffer*	xml	Parser	Input	Buffer	Create	Static	i8*	mem	i32	size	i32	enc	
1523,_xmlOutputBuffer*,"xmlOutputBufferCreateFd(i32 fd ,_xmlCharEncodingHandler* encoder )",xml	Output	Buffer*	xml	Output	Buffer	Create	Fd	i32	fd	xml	Char	Encoding	Handler*	encoder	
1524,_xmlParserInputBuffer*,"xmlParserInputBufferCreateIO(i32 (i8*, i8*, i32)* ioread ,i32 (i8*)* ioclose ,i8* ioctx ,i32 enc )",xml	Parser	Input	Buffer*	xml	Parser	Input	Buffer	Create	I	O	i32	i8*	i8*	i32	ioread	i32	i8*	ioclose	i8*	ioctx	i32	enc	
1525,_xmlOutputBuffer*,"xmlOutputBufferCreateIO(i32 (i8*, i8*, i32)* iowrite ,i32 (i8*)* ioclose ,i8* ioctx ,_xmlCharEncodingHandler* encoder )",xml	Output	Buffer*	xml	Output	Buffer	Create	I	O	i32	i8*	i8*	i32	iowrite	i32	i8*	ioclose	i8*	ioctx	xml	Char	Encoding	Handler*	encoder	
1526,i32,"xmlParserInputBufferPush(_xmlParserInputBuffer* in ,i32 len ,i8* buf )",i32	xml	Parser	Input	Buffer	Push	xml	Parser	Input	Buffer*	in	i32	len	i8*	buf	
1527,i32,"xmlParserInputBufferPush(_xmlParserInputBuffer* in ,i32 len ,i8* buf )",i32	xml	Parser	Input	Buffer	Push	xml	Parser	Input	Buffer*	in	i32	len	i8*	buf	
1528,i32,"xmlParserInputBufferGrow(_xmlParserInputBuffer* in ,i32 len )",i32	xml	Parser	Input	Buffer	Grow	xml	Parser	Input	Buffer*	in	i32	len	
1529,i32,"xmlParserInputBufferGrow(_xmlParserInputBuffer* in ,i32 len )",i32	xml	Parser	Input	Buffer	Grow	xml	Parser	Input	Buffer*	in	i32	len	
1530,i32,"xmlParserInputBufferGrow(_xmlParserInputBuffer* in ,i32 len )",i32	xml	Parser	Input	Buffer	Grow	xml	Parser	Input	Buffer*	in	i32	len	
1531,i32,"xmlParserInputBufferRead(_xmlParserInputBuffer* in ,i32 len )",i32	xml	Parser	Input	Buffer	Read	xml	Parser	Input	Buffer*	in	i32	len	
1532,i32,"xmlOutputBufferWrite(_xmlOutputBuffer* out ,i32 len ,i8* buf )",i32	xml	Output	Buffer	Write	xml	Output	Buffer*	out	i32	len	i8*	buf	
1533,i32,"xmlOutputBufferWrite(_xmlOutputBuffer* out ,i32 len ,i8* buf )",i32	xml	Output	Buffer	Write	xml	Output	Buffer*	out	i32	len	i8*	buf	
1534,i32,"xmlOutputBufferWrite(_xmlOutputBuffer* out ,i32 len ,i8* buf )",i32	xml	Output	Buffer	Write	xml	Output	Buffer*	out	i32	len	i8*	buf	
1535,i32,"xmlOutputBufferWrite(_xmlOutputBuffer* out ,i32 len ,i8* buf )",i32	xml	Output	Buffer	Write	xml	Output	Buffer*	out	i32	len	i8*	buf	
