index,type,value,combination
620,i32,"inputPush(_xmlParserCtxt* ctxt ,_xmlParserInput* value )",i32	input	Push	xml	Parser	Ctxt*	ctxt	xml	Parser	Input*	value	
621,i32,"inputPush(_xmlParserCtxt* ctxt ,_xmlParserInput* value )",i32	input	Push	xml	Parser	Ctxt*	ctxt	xml	Parser	Input*	value	
622,_xmlParserInput*,inputPop(_xmlParserCtxt* ctxt ),xml	Parser	Input*	input	Pop	xml	Parser	Ctxt*	ctxt	
623,i32,"nodePush(_xmlParserCtxt* ctxt ,_xmlNode* value )",i32	node	Push	xml	Parser	Ctxt*	ctxt	xml	Node*	value	
624,_xmlNode*,nodePop(_xmlParserCtxt* ctxt ),xml	Node*	node	Pop	xml	Parser	Ctxt*	ctxt	
625,i32,"namePush(_xmlParserCtxt* ctxt ,i8* value )",i32	name	Push	xml	Parser	Ctxt*	ctxt	i8*	value	
626,i8*,namePop(_xmlParserCtxt* ctxt ),i8*	name	Pop	xml	Parser	Ctxt*	ctxt	
627,void,"xmlFatalErrMsgInt(_xmlParserCtxt* ctxt ,i32 error ,i8* msg ,i32 val )",void	xml	Fatal	Err	Msg	Int	xml	Parser	Ctxt*	ctxt	i32	error	i8*	msg	i32	val	
628,void,"xmlFatalErrMsgInt(_xmlParserCtxt* ctxt ,i32 error ,i8* msg ,i32 val )",void	xml	Fatal	Err	Msg	Int	xml	Parser	Ctxt*	ctxt	i32	error	i8*	msg	i32	val	
629,void,"xmlFatalErrMsgInt(_xmlParserCtxt* ctxt ,i32 error ,i8* msg ,i32 val )",void	xml	Fatal	Err	Msg	Int	xml	Parser	Ctxt*	ctxt	i32	error	i8*	msg	i32	val	
630,void,"xmlErrMemory(_xmlParserCtxt* ctxt ,i8* extra )",void	xml	Err	Memory	xml	Parser	Ctxt*	ctxt	i8*	extra	
631,void,"xmlErrMemory(_xmlParserCtxt* ctxt ,i8* extra )",void	xml	Err	Memory	xml	Parser	Ctxt*	ctxt	i8*	extra	
632,void,"xmlErrMemory(_xmlParserCtxt* ctxt ,i8* extra )",void	xml	Err	Memory	xml	Parser	Ctxt*	ctxt	i8*	extra	
633,void,"__xmlErrEncoding(_xmlParserCtxt* ctxt ,i32 xmlerr ,i8* msg ,i8* str1 ,i8* str2 )",void	xml	Err	Encoding	xml	Parser	Ctxt*	ctxt	i32	xmlerr	i8*	msg	i8*	str	i8*	str	
634,void,"__xmlErrEncoding(_xmlParserCtxt* ctxt ,i32 xmlerr ,i8* msg ,i8* str1 ,i8* str2 )",void	xml	Err	Encoding	xml	Parser	Ctxt*	ctxt	i32	xmlerr	i8*	msg	i8*	str	i8*	str	
635,void,"__xmlErrEncoding(_xmlParserCtxt* ctxt ,i32 xmlerr ,i8* msg ,i8* str1 ,i8* str2 )",void	xml	Err	Encoding	xml	Parser	Ctxt*	ctxt	i32	xmlerr	i8*	msg	i8*	str	i8*	str	
636,i32,xmlIsLetter(i32 c ),i32	xml	Is	Letter	i32	c	
637,void,xmlCheckVersion(i32 version ),void	xml	Check	Version	i32	version	
638,void,xmlCheckVersion(i32 version ),void	xml	Check	Version	i32	version	
639,void,xmlFreeStreamComp(_xmlStreamComp* comp ),void	xml	Free	Stream	Comp	xml	Stream	Comp*	comp	
640,void,xmlFreeStreamCtxt(_xmlStreamCtxt* stream ),void	xml	Free	Stream	Ctxt	xml	Stream	Ctxt*	stream	
641,i32,"xmlStreamPushInternal(_xmlStreamCtxt* stream ,i8* name ,i8* ns ,i32 nodeType )",i32	xml	Stream	Push	Internal	xml	Stream	Ctxt*	stream	i8*	name	i8*	ns	i32	node	Type	
642,i32,"xmlStreamPushInternal(_xmlStreamCtxt* stream ,i8* name ,i8* ns ,i32 nodeType )",i32	xml	Stream	Push	Internal	xml	Stream	Ctxt*	stream	i8*	name	i8*	ns	i32	node	Type	
643,i32,"xmlStreamPushInternal(_xmlStreamCtxt* stream ,i8* name ,i8* ns ,i32 nodeType )",i32	xml	Stream	Push	Internal	xml	Stream	Ctxt*	stream	i8*	name	i8*	ns	i32	node	Type	
644,i32,"xmlStreamPushInternal(_xmlStreamCtxt* stream ,i8* name ,i8* ns ,i32 nodeType )",i32	xml	Stream	Push	Internal	xml	Stream	Ctxt*	stream	i8*	name	i8*	ns	i32	node	Type	
645,i32,"xmlStreamPushInternal(_xmlStreamCtxt* stream ,i8* name ,i8* ns ,i32 nodeType )",i32	xml	Stream	Push	Internal	xml	Stream	Ctxt*	stream	i8*	name	i8*	ns	i32	node	Type	
646,i32,"xmlStreamPushInternal(_xmlStreamCtxt* stream ,i8* name ,i8* ns ,i32 nodeType )",i32	xml	Stream	Push	Internal	xml	Stream	Ctxt*	stream	i8*	name	i8*	ns	i32	node	Type	
647,i32,"xmlStreamPushInternal(_xmlStreamCtxt* stream ,i8* name ,i8* ns ,i32 nodeType )",i32	xml	Stream	Push	Internal	xml	Stream	Ctxt*	stream	i8*	name	i8*	ns	i32	node	Type	
648,i32,"xmlStreamPushInternal(_xmlStreamCtxt* stream ,i8* name ,i8* ns ,i32 nodeType )",i32	xml	Stream	Push	Internal	xml	Stream	Ctxt*	stream	i8*	name	i8*	ns	i32	node	Type	
649,i32,"xmlStreamPushInternal(_xmlStreamCtxt* stream ,i8* name ,i8* ns ,i32 nodeType )",i32	xml	Stream	Push	Internal	xml	Stream	Ctxt*	stream	i8*	name	i8*	ns	i32	node	Type	
650,i32,"xmlStreamPushInternal(_xmlStreamCtxt* stream ,i8* name ,i8* ns ,i32 nodeType )",i32	xml	Stream	Push	Internal	xml	Stream	Ctxt*	stream	i8*	name	i8*	ns	i32	node	Type	
651,i32,"xmlStreamPushInternal(_xmlStreamCtxt* stream ,i8* name ,i8* ns ,i32 nodeType )",i32	xml	Stream	Push	Internal	xml	Stream	Ctxt*	stream	i8*	name	i8*	ns	i32	node	Type	
652,i32,"xmlStreamPushInternal(_xmlStreamCtxt* stream ,i8* name ,i8* ns ,i32 nodeType )",i32	xml	Stream	Push	Internal	xml	Stream	Ctxt*	stream	i8*	name	i8*	ns	i32	node	Type	
653,i32,"xmlStreamPushInternal(_xmlStreamCtxt* stream ,i8* name ,i8* ns ,i32 nodeType )",i32	xml	Stream	Push	Internal	xml	Stream	Ctxt*	stream	i8*	name	i8*	ns	i32	node	Type	
654,i32,"xmlStreamPushInternal(_xmlStreamCtxt* stream ,i8* name ,i8* ns ,i32 nodeType )",i32	xml	Stream	Push	Internal	xml	Stream	Ctxt*	stream	i8*	name	i8*	ns	i32	node	Type	
655,i32,"xmlStreamPushInternal(_xmlStreamCtxt* stream ,i8* name ,i8* ns ,i32 nodeType )",i32	xml	Stream	Push	Internal	xml	Stream	Ctxt*	stream	i8*	name	i8*	ns	i32	node	Type	
656,i32,"xmlStreamPushInternal(_xmlStreamCtxt* stream ,i8* name ,i8* ns ,i32 nodeType )",i32	xml	Stream	Push	Internal	xml	Stream	Ctxt*	stream	i8*	name	i8*	ns	i32	node	Type	
657,i32,"xmlStreamPushInternal(_xmlStreamCtxt* stream ,i8* name ,i8* ns ,i32 nodeType )",i32	xml	Stream	Push	Internal	xml	Stream	Ctxt*	stream	i8*	name	i8*	ns	i32	node	Type	
658,i32,"xmlStreamPushInternal(_xmlStreamCtxt* stream ,i8* name ,i8* ns ,i32 nodeType )",i32	xml	Stream	Push	Internal	xml	Stream	Ctxt*	stream	i8*	name	i8*	ns	i32	node	Type	
659,i32,"xmlStreamPushInternal(_xmlStreamCtxt* stream ,i8* name ,i8* ns ,i32 nodeType )",i32	xml	Stream	Push	Internal	xml	Stream	Ctxt*	stream	i8*	name	i8*	ns	i32	node	Type	
660,i32,xmlStreamPop(_xmlStreamCtxt* stream ),i32	xml	Stream	Pop	xml	Stream	Ctxt*	stream	
661,i32,xmlStreamPop(_xmlStreamCtxt* stream ),i32	xml	Stream	Pop	xml	Stream	Ctxt*	stream	
662,i32,xmlStreamWantsAnyNode(_xmlStreamCtxt* streamCtxt ),i32	xml	Stream	Wants	Any	Node	xml	Stream	Ctxt*	stream	Ctxt	
663,i32,xmlStreamWantsAnyNode(_xmlStreamCtxt* streamCtxt ),i32	xml	Stream	Wants	Any	Node	xml	Stream	Ctxt*	stream	Ctxt	
664,void,xmlFreePattern(_xmlPattern* comp ),void	xml	Free	Pattern	xml	Pattern*	comp	
665,_xmlPattern*,"xmlPatterncompile(i8* pattern ,_xmlDict* dict ,i32 flags ,i8** namespaces )",xml	Pattern*	xml	Patterncompile	i8*	pattern	xml	Dict*	dict	i32	flags	i	namespaces	
666,_xmlPattern*,"xmlPatterncompile(i8* pattern ,_xmlDict* dict ,i32 flags ,i8** namespaces )",xml	Pattern*	xml	Patterncompile	i8*	pattern	xml	Dict*	dict	i32	flags	i	namespaces	
667,void,xmlFreePatternList(_xmlPattern* comp ),void	xml	Free	Pattern	List	xml	Pattern*	comp	
668,_xmlPatParserContext*,"xmlNewPatParserContext(i8* pattern ,_xmlDict* dict ,i8** namespaces )",xml	Pat	Parser	Context*	xml	New	Pat	Parser	Context	i8*	pattern	xml	Dict*	dict	i	namespaces	
669,_xmlPatParserContext*,"xmlNewPatParserContext(i8* pattern ,_xmlDict* dict ,i8** namespaces )",xml	Pat	Parser	Context*	xml	New	Pat	Parser	Context	i8*	pattern	xml	Dict*	dict	i	namespaces	
670,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	
671,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	
672,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	
