,file,line,source 1,source 2,source 3,label,count,taken
557,encoding.c,2858,global_99,global_25,,0,,
558,encoding.c,2860,global_6,global_38,,0,,
559,encoding.c,2877,function_52,global_1,,0,,
560,encoding.c,2882,function_52,global_1,,0,,
561,encoding.c,2939,global_100,global_32,,0,,
562,encoding.c,2975,global_1,global_1,,0,,
563,encoding.c,312+++,global_101,global_26,,0,,
564,encoding.c,312++,global_101,global_26,,0,,
565,encoding.c,312+,global_101,global_7,,0,,
566,encoding.c,312,global_101,global_7,,0,,
567,encoding.c,357+++,global_102,global_26,,0,,
568,encoding.c,357++,global_102,global_26,,0,,
569,encoding.c,357+,global_102,global_7,,0,,
