file Name,line,comp relation,source1_from,Source1_type,Source1_info,source2_from,Source2_type,Source2_info,source3_from,Source3_type,Source3_info,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1631+,=,unkonwn,unprecessed,"  %52 = sext i8 %51 to i32, !dbg !881",global,i32,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1631,>,argument,i8*,"xmlURIUnescapeString(i8* str ,i32 len ,i8* target )",global,i32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1633+,<=,unkonwn,unprecessed,"  %76 = sext i8 %75 to i32, !dbg !898",global,i32,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1633,>=,unkonwn,unprecessed,"  %71 = sext i8 %70 to i32, !dbg !894",global,i32,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1635+,<=,unkonwn,unprecessed,"  %93 = sext i8 %92 to i32, !dbg !914",global,i32,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1635,>=,unkonwn,unprecessed,"  %88 = sext i8 %87 to i32, !dbg !910",global,i32,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1637+,<=,unkonwn,unprecessed,"  %111 = sext i8 %110 to i32, !dbg !931",global,i32,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1637,>=,unkonwn,unprecessed,"  %106 = sext i8 %105 to i32, !dbg !927",global,i32,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1640+,<=,unkonwn,unprecessed,"  %133 = sext i8 %132 to i32, !dbg !949",global,i32,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1640,>=,unkonwn,unprecessed,"  %128 = sext i8 %127 to i32, !dbg !945",global,i32,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1642+,<=,unkonwn,unprecessed,"  %155 = sext i8 %154 to i32, !dbg !968",global,i32,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1642,>=,unkonwn,unprecessed,"  %150 = sext i8 %149 to i32, !dbg !964",global,i32,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1644+,<=,unkonwn,unprecessed,"  %178 = sext i8 %177 to i32, !dbg !988",global,i32,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1644,>=,unkonwn,unprecessed,"  %173 = sext i8 %172 to i32, !dbg !984",global,i32,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1675,=,argument,i8*,"xmlURIEscapeStr(i8* str ,i8* list )",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1677,=,unkonwn,unprecessed,"  %20 = zext i8 %19 to i32, !dbg !840",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1680,>,function,i32,xmlStrlen,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1684,=,unkonwn,unprecessed,"  %37 = call i8* %34(i64 %36), !dbg !856",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1690,!=,unkonwn,unprecessed,"  %46 = zext i8 %45 to i32, !dbg !871",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1691,<=,function,i32,xmlStrlen,global,i32,0,global,i32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1693,=,function,i8*,xmlSaveUriRealloc,global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1703++++++++++++++++,!=,function,i8*,xmlStrchr,global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1703+++++++++++++++,=,unkonwn,unprecessed,"  %127 = zext i8 %126 to i32, !dbg !903",global,i32,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1703++++++++++++++,=,unkonwn,unprecessed,"  %123 = zext i8 %122 to i32, !dbg !903",global,i32,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1703+++++++++++++,=,unkonwn,unprecessed,"  %119 = zext i8 %118 to i32, !dbg !903",global,i32,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1703++++++++++++,=,unkonwn,unprecessed,"  %115 = zext i8 %114 to i32, !dbg !903",global,i32,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1703+++++++++++,=,unkonwn,unprecessed,"  %111 = zext i8 %110 to i32, !dbg !903",global,i32,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1703++++++++++,=,unkonwn,unprecessed,"  %107 = zext i8 %106 to i32, !dbg !903",global,i32,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1703+++++++++,=,unkonwn,unprecessed,"  %103 = zext i8 %102 to i32, !dbg !903",global,i32,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1703++++++++,=,unkonwn,unprecessed,"  %99 = zext i8 %98 to i32, !dbg !903",global,i32,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1703+++++++,=,unkonwn,unprecessed,"  %95 = zext i8 %94 to i32, !dbg !903",global,i32,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1703++++++,<=,unkonwn,unprecessed,"  %91 = zext i8 %90 to i32, !dbg !903",global,i32,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1703+++++,>=,unkonwn,unprecessed,"  %87 = zext i8 %86 to i32, !dbg !903",global,i32,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1703++++,<=,unkonwn,unprecessed,"  %83 = zext i8 %82 to i32, !dbg !903",global,i32,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1703+++,>=,unkonwn,unprecessed,"  %79 = zext i8 %78 to i32, !dbg !903",global,i32,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1703++,<=,unkonwn,unprecessed,"  %75 = zext i8 %74 to i32, !dbg !903",global,i32,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1703+,>=,unkonwn,unprecessed,"  %71 = zext i8 %70 to i32, !dbg !903",global,i32,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1703,!=,unkonwn,unprecessed,"  %67 = zext i8 %66 to i32, !dbg !899",global,i32,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1707,<=,unkonwn,unprecessed,"  %145 = zext i8 %144 to i32, !dbg !918",global,i32,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1712,<=,unkonwn,unprecessed,"  %174 = zext i8 %173 to i32, !dbg !938",global,i32,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1753,=,argument,i8*,xmlURIEscape(i8* str ),global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1757,!=,function,_xmlURI*,xmlCreateURI,global,_xmlURI*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1763,!=,function,i32,xmlParseURIReference,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1769,!=,function,_xmlURI*,xmlCreateURI,global,_xmlURI*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1774,!=,unkonwn,unprecessed,"  %33 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %32, i32 0, i32 0, !dbg !863",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1776,!=,global,i8*,null,unkonwn,unprecessed,i8* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1782,!=,unkonwn,unprecessed,"  %55 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %54, i32 0, i32 2, !dbg !887",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1785,!=,global,i8*,null,unkonwn,unprecessed,i8* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1791,!=,unkonwn,unprecessed,"  %77 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %76, i32 0, i32 4, !dbg !911",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1793,!=,global,i8*,null,unkonwn,unprecessed,i8* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1800,!=,unkonwn,unprecessed,"  %101 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %100, i32 0, i32 3, !dbg !938",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1802,!=,global,i8*,null,unkonwn,unprecessed,i8* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1803,=,unkonwn,unprecessed,"  %115 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %114, i32 0, i32 4, !dbg !952",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1809,!=,unkonwn,unprecessed,"  %129 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %128, i32 0, i32 5, !dbg !968",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1817,!=,unkonwn,unprecessed,"  %145 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %144, i32 0, i32 6, !dbg !990",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1820,!=,global,i8*,null,unkonwn,unprecessed,i8* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1825,!=,unkonwn,unprecessed,"  %165 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %164, i32 0, i32 10, !dbg !1011",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1829,!=,unkonwn,unprecessed,"  %178 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %177, i32 0, i32 7, !dbg !1025",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1832,!=,global,i8*,null,unkonwn,unprecessed,i8* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1838,!=,unkonwn,unprecessed,"  %201 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %200, i32 0, i32 1, !dbg !1049",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1840,!=,global,i8*,null,unkonwn,unprecessed,i8* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1845,!=,unkonwn,unprecessed,"  %221 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %220, i32 0, i32 8, !dbg !1070",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1847,!=,global,i8*,null,unkonwn,unprecessed,i8* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1896,=,argument,i8*,"xmlBuildURI(i8* URI ,i8* base )",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1899,!=,argument,i8*,"xmlBuildURI(i8* URI ,i8* base )",global,i8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1901,=,global,_xmlURI*,null,unkonwn,unprecessed,%struct._xmlURI* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1908,!=,global,i32,-1,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1910+,!=,unkonwn,unprecessed,"  %41 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %40, i32 0, i32 0, !dbg !876",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1910,!=,global,_xmlURI*,null,unkonwn,unprecessed,%struct._xmlURI* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1917,=,argument,i8*,"xmlBuildURI(i8* URI ,i8* base )",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1921,=,global,_xmlURI*,null,unkonwn,unprecessed,%struct._xmlURI* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1925,!=,global,i32,-1,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1926,!=,global,_xmlURI*,null,unkonwn,unprecessed,%struct._xmlURI* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1930,=,global,_xmlURI*,null,unkonwn,unprecessed,%struct._xmlURI* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1934,!=,unkonwn,unprecessed,"  %75 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %74, i32 0, i32 8, !dbg !922",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1955,=,global,_xmlURI*,null,unkonwn,unprecessed,%struct._xmlURI* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1957+,=,unkonwn,unprecessed,"  %100 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %99, i32 0, i32 6, !dbg !950",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1957,=,unkonwn,unprecessed,"  %95 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %94, i32 0, i32 0, !dbg !946",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1958+,=,unkonwn,unprecessed,"  %110 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %109, i32 0, i32 3, !dbg !958",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1958,=,unkonwn,unprecessed,"  %105 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %104, i32 0, i32 2, !dbg !954",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1959,!=,unkonwn,unprecessed,"  %115 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %114, i32 0, i32 0, !dbg !964",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1961,!=,unkonwn,unprecessed,"  %128 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %127, i32 0, i32 2, !dbg !975",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1963,!=,unkonwn,unprecessed,"  %141 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %140, i32 0, i32 3, !dbg !986",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1965,!=,unkonwn,unprecessed,"  %153 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %152, i32 0, i32 4, !dbg !998",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1969,!=,unkonwn,unprecessed,"  %173 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %172, i32 0, i32 6, !dbg !1015",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1971,!=,unkonwn,unprecessed,"  %186 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %185, i32 0, i32 10, !dbg !1026",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1973,!=,unkonwn,unprecessed,"  %199 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %198, i32 0, i32 7, !dbg !1037",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1975,!=,unkonwn,unprecessed,"  %212 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %211, i32 0, i32 10, !dbg !1048",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1977,!=,unkonwn,unprecessed,"  %225 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %224, i32 0, i32 7, !dbg !1059",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1979,!=,unkonwn,unprecessed,"  %241 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %240, i32 0, i32 8, !dbg !1070",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1990,!=,unkonwn,unprecessed,"  %255 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %254, i32 0, i32 0, !dbg !1082",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1994,!=,unkonwn,unprecessed,"  %263 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %262, i32 0, i32 0, !dbg !1092",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1997,!=,unkonwn,unprecessed,"  %276 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %275, i32 0, i32 10, !dbg !1103",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,1999,!=,unkonwn,unprecessed,"  %289 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %288, i32 0, i32 7, !dbg !1114",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2001,!=,unkonwn,unprecessed,"  %303 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %302, i32 0, i32 8, !dbg !1125",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2011+,!=,unkonwn,unprecessed,"  %321 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %320, i32 0, i32 3, !dbg !1140",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2011,!=,unkonwn,unprecessed,"  %316 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %315, i32 0, i32 2, !dbg !1136",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2012,!=,unkonwn,unprecessed,"  %326 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %325, i32 0, i32 2, !dbg !1146",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2016,!=,unkonwn,unprecessed,"  %346 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %345, i32 0, i32 4, !dbg !1164",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2020,!=,unkonwn,unprecessed,"  %365 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %364, i32 0, i32 6, !dbg !1180",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2024,!=,unkonwn,unprecessed,"  %379 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %378, i32 0, i32 2, !dbg !1192",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2026,!=,unkonwn,unprecessed,"  %392 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %391, i32 0, i32 3, !dbg !1203",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2028,!=,unkonwn,unprecessed,"  %404 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %403, i32 0, i32 4, !dbg !1215",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2037+,=,unkonwn,unprecessed,"  %433 = sext i8 %432 to i32, !dbg !1235",global,i32,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2037,!=,unkonwn,unprecessed,"  %424 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %423, i32 0, i32 6, !dbg !1232",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2052,!=,unkonwn,unprecessed,"  %445 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %444, i32 0, i32 6, !dbg !1250",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2054,!=,unkonwn,unprecessed,"  %459 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %458, i32 0, i32 6, !dbg !1260",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2057,=,unkonwn,unprecessed,"  %479 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %478, i32 0, i32 6, !dbg !1275",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2070,!=,unkonwn,unprecessed,"  %489 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %488, i32 0, i32 6, !dbg !1288",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2071,!=,unkonwn,unprecessed,"  %501 = sext i8 %500 to i32, !dbg !1293",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2072+,!=,unkonwn,unprecessed,"  %522 = sext i8 %521 to i32, !dbg !1304",global,i32,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2072,!=,unkonwn,unprecessed,"  %512 = sext i8 %511 to i32, !dbg !1299",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2074,=,unkonwn,unprecessed,"  %537 = sext i8 %536 to i32, !dbg !1311",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2078,<,global,i32,0,unkonwn,unprecessed,i32 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2090+,!=,unkonwn,unprecessed,"  %582 = sext i8 %581 to i32, !dbg !1346",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2090,!=,unkonwn,unprecessed,"  %573 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %572, i32 0, i32 6, !dbg !1343",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2095+,!=,unkonwn,unprecessed,"  %589 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %588, i32 0, i32 3, !dbg !1357",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2095,=,global,i32,0,unkonwn,unprecessed,i32 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2097,!=,unkonwn,unprecessed,"  %609 = sext i8 %608 to i32, !dbg !1365",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,211,=,argument,i32,"xmlParse3986Scheme(_xmlURI* uri ,i8** str )",global,i8**,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2118,!=,global,_xmlURI*,null,unkonwn,unprecessed,%struct._xmlURI* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2120,!=,global,_xmlURI*,null,unkonwn,unprecessed,%struct._xmlURI* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2122,!=,global,_xmlURI*,null,unkonwn,unprecessed,%struct._xmlURI* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,215+++,<=,unkonwn,unprecessed,"  %30 = sext i8 %29 to i32, !dbg !834",global,i32,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,215++,>=,unkonwn,unprecessed,"  %25 = sext i8 %24 to i32, !dbg !834",global,i32,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,215+,<=,unkonwn,unprecessed,"  %20 = sext i8 %19 to i32, !dbg !834",global,i32,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,215,>=,unkonwn,unprecessed,"  %15 = sext i8 %14 to i32, !dbg !834",global,i32,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2173+,=,unkonwn,unprecessed,"  %23 = zext i8 %22 to i32, !dbg !852",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2173,=,argument,i8*,"xmlBuildRelativeURI(i8* URI ,i8* base )",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,218+++++,<=,unkonwn,unprecessed,"  %64 = sext i8 %63 to i32, !dbg !842",global,i32,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,218++++,>=,unkonwn,unprecessed,"  %59 = sext i8 %58 to i32, !dbg !842",global,i32,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,218+++,<=,unkonwn,unprecessed,"  %54 = sext i8 %53 to i32, !dbg !840",global,i32,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,218++,>=,unkonwn,unprecessed,"  %49 = sext i8 %48 to i32, !dbg !840",global,i32,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,218+,<=,unkonwn,unprecessed,"  %44 = sext i8 %43 to i32, !dbg !840",global,i32,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,218,>=,unkonwn,unprecessed,"  %39 = sext i8 %38 to i32, !dbg !840",global,i32,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2180,=,global,_xmlURI*,null,unkonwn,unprecessed,%struct._xmlURI* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2183,!=,unkonwn,unprecessed,"  %35 = zext i8 %34 to i32, !dbg !863",global,i32,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2185,!=,function,i32,xmlParseURIReference,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,219++,=,unkonwn,unprecessed,"  %79 = sext i8 %78 to i32, !dbg !853",global,i32,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,219+,=,unkonwn,unprecessed,"  %74 = sext i8 %73 to i32, !dbg !849",global,i32,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,219,=,unkonwn,unprecessed,"  %69 = sext i8 %68 to i32, !dbg !845",global,i32,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2193+,=,unkonwn,unprecessed,"  %56 = zext i8 %55 to i32, !dbg !888",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2193,=,argument,i8*,"xmlBuildRelativeURI(i8* URI ,i8* base )",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2198,=,global,_xmlURI*,null,unkonwn,unprecessed,%struct._xmlURI* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,220,!=,argument,i32,"xmlParse3986Scheme(_xmlURI* uri ,i8** str )",global,_xmlURI*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2200,!=,unkonwn,unprecessed,"  %70 = zext i8 %69 to i32, !dbg !903",global,i32,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2202,!=,function,i32,xmlParseURIReference,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,221,!=,unkonwn,unprecessed,"  %91 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %90, i32 0, i32 0, !dbg !864",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2211,!=,unkonwn,unprecessed,"  %87 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %86, i32 0, i32 0, !dbg !925",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2212,=,unkonwn,unprecessed,"  %92 = getelementptr inbounds %struct._xmlURI, %struct._xmlURI* %91, i32 0, i32 0, !dbg !929",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uri.c,2213,!=,function,i32,xmlStrcmp,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
